GO	description	category	D1_S02_1L-s_R03	D1_S02_2.5L-s_R01.1	D1_S02_2.5L-s_R01.3	D1_S02_10L-s_R02	D1_S02_10L-m_R01	D1_S02_10L-m_R02	D1_S20_30L-m_R123	D1_S023_10L-m_R01	D1_S023_10L-m_R02	D1_S320_10L-m_R01	D1_S320_10L-m_R02	D1_S320_10L-m_R03	D1_S20_120L-m_R01	D1_S20_100L-m_R02	D1_S023_60L-m_R01	D1_S023_100L-m_R02	D1_S023_60L-m_R03	D1_S320_60L-m_R01	D1_S320_100L-m_R02	D1_S320_60L-m_R03	D1_S20_496L-m_R00	D1_S20_100L-m_R02	D1_S20_100L-m_R03	D1_S023_100L-m_R01	D1_S023_100L-m_R03	D1_S320_100L-m_R03	D2_S20_100L-m_R11	D2_S023_1000L-m_R00	D1_S02_1L-s_R01	D1_S02_1L-s_R02	D1_S02_10L-s_R01	D1_S02_2.5L-s_R01.2	D1_S02_2.5L-s_R01.4	D1_S02_10L-s_R03	D1_S02_10L-m_R03	D1_S023_10L-m_R03	D1_S20_60L-m_R03	D1_S20_100L-m_R01	D1_S023_496L-m_R00	D1_S023_100L-m_R02	D1_S320_496L-m_R00	D1_S320_100L-m_R01	D1_S320_100L-m_R02	D2_S20_1000L-m_R00	D2_S023_100L-m_R11	D2_S320_1000L-m_R00	D2_S320_100L-m_R11	D1_S20_776L-m_R00	D1_S023_716L-m_R00	D1_S320_716L-m_R00
GO:0009416	response to light stimulus	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0
GO:0009420	bacterial-type flagellum filament	cellular component	228	173	186	189	72	150	0	400	172	5	6	7	62	20	405	453	339	150	74	81	37	0	47	307	326	174	2	316	271	341	365	386	324	348	448	192	1	14	431	500	122	95	71	1	656	111	120	38	710	257
GO:0009424	bacterial-type flagellum hook	cellular component	143	121	117	120	55	89	0	249	120	4	1	4	33	13	262	269	214	114	55	67	26	1	39	194	216	112	1	205	168	187	225	254	186	207	274	127	3	8	254	277	91	95	68	0	367	94	93	39	358	167
GO:0009425	bacterial-type flagellum basal body	cellular component	156	128	142	141	75	106	1	238	125	13	6	5	50	26	254	249	206	128	79	91	41	4	47	186	204	155	3	176	186	208	211	230	211	210	298	140	1	17	237	268	97	98	83	0	321	101	107	39	324	184
GO:0009426	bacterial-type flagellum basal body, distal rod	cellular component	27	24	33	32	11	29	0	46	30	0	1	0	5	1	44	60	48	25	17	14	6	0	7	34	45	31	0	37	40	46	46	53	44	57	58	28	0	2	57	67	28	18	10	1	71	18	14	10	80	41
GO:0009427	bacterial-type flagellum basal body, distal rod, L ring	cellular component	60	51	57	60	34	44	0	92	54	8	4	3	26	7	91	96	89	40	21	33	15	2	21	66	71	45	0	75	74	95	95	107	84	90	123	57	1	5	102	114	34	38	33	0	153	39	34	19	141	81
GO:0009428	bacterial-type flagellum basal body, distal rod, P ring	cellular component	80	76	71	77	41	56	0	138	86	8	6	4	41	18	126	131	119	59	40	49	28	1	33	97	104	69	3	105	107	139	140	157	122	139	186	86	1	12	143	152	68	62	41	0	186	65	66	37	218	135
GO:0009431	bacterial-type flagellum basal body, MS ring	cellular component	58	40	47	53	27	45	0	92	47	5	1	3	14	7	84	100	80	41	24	32	14	1	19	77	76	50	0	68	66	92	90	89	82	80	110	63	1	4	101	116	34	44	28	2	138	38	48	19	136	69
GO:0009432	SOS response	biological process	199	141	147	153	83	118	0	323	148	16	15	4	52	20	290	351	309	142	70	102	27	2	37	253	254	154	5	187	205	237	233	259	245	230	333	174	1	20	296	330	105	97	74	5	326	89	101	42	397	188
GO:0009435	NAD biosynthetic process	biological process	622	475	468	538	315	443	1	1052	485	77	55	21	238	101	961	1108	1003	468	252	344	185	13	180	881	918	518	20	700	798	992	935	1029	898	851	1387	619	9	93	1175	1260	420	390	308	24	1287	347	436	196	1448	750
GO:0009439	cyanate metabolic process	biological process	14	12	10	16	8	13	0	17	14	5	0	1	7	5	18	19	16	14	14	12	5	1	8	16	17	16	0	12	18	19	17	18	17	17	24	17	0	4	24	25	15	12	12	0	18	12	15	11	25	24
GO:0009443	pyridoxal 5'-phosphate salvage	biological process	0	1	0	1	0	0	0	3	1	0	0	0	0	1	5	3	2	1	1	0	0	0	0	1	1	0	0	1	0	2	1	2	2	1	2	1	0	0	1	1	0	1	1	1	2	0	1	1	4	1
GO:0009446	putrescine biosynthetic process	biological process	69	59	55	58	38	66	0	105	53	14	7	2	33	12	93	107	92	59	32	49	21	2	31	83	86	58	7	66	95	123	96	125	102	104	133	87	0	12	131	147	43	43	36	5	129	48	48	19	166	98
GO:0009448	gamma-aminobutyric acid metabolic process	biological process	2	2	1	3	0	0	0	4	3	1	0	0	1	0	3	4	4	1	0	1	0	0	0	3	2	0	0	0	2	2	4	4	3	3	3	1	0	0	2	3	0	1	0	0	1	0	0	1	3	2
GO:0009450	gamma-aminobutyric acid catabolic process	biological process	15	16	15	17	4	11	0	27	17	0	0	0	2	1	24	29	26	8	8	7	1	0	4	21	22	15	0	17	12	16	17	16	13	15	21	7	0	1	23	23	8	7	3	0	20	5	8	1	24	9
GO:0009451	RNA modification	biological process	972	736	801	853	528	746	21	1571	774	181	132	54	461	215	1467	1566	1508	814	467	606	366	22	361	1306	1449	912	60	1097	1223	1487	1432	1540	1324	1276	2040	1013	47	179	1762	1935	634	613	487	45	1996	553	662	377	2263	1284
GO:0009452	7-methylguanosine RNA capping	biological process	2	5	4	2	1	2	2	5	2	1	4	0	10	8	12	6	4	6	6	0	7	2	4	5	5	7	1	6	3	2	3	4	5	2	11	7	3	5	4	4	3	3	2	2	6	2	2	8	7	7
GO:0009496	plastoquinol--plastocyanin reductase activity	molecular function	9	9	8	10	8	7	0	10	10	2	1	1	3	3	12	9	9	12	6	8	4	0	4	10	9	9	0	9	12	9	11	12	12	12	14	9	0	3	13	13	8	8	9	0	11	7	9	5	13	13
GO:0009507	chloroplast	cellular component	4	4	1	1	4	3	1	11	7	8	3	0	7	5	7	2	7	6	4	1	6	0	6	0	0	8	0	2	5	3	3	3	4	0	14	7	1	0	1	1	1	7	3	1	3	8	7	2	4	8
GO:0009512	cytochrome b6f complex	cellular component	25	25	15	17	26	25	6	19	20	41	35	18	34	22	33	27	27	45	31	41	22	9	31	28	24	41	1	29	31	26	27	29	27	32	45	33	6	22	22	43	34	29	34	1	35	48	42	28	45	68
GO:0009521	photosystem	cellular component	92	85	62	67	77	86	17	71	53	114	84	67	88	62	107	99	91	128	77	112	66	20	58	82	70	112	5	61	127	139	145	134	134	111	178	114	26	99	115	117	114	139	117	22	132	180	143	118	132	230
GO:0009522	photosystem I	cellular component	263	238	191	195	223	242	65	232	154	297	269	163	295	201	335	309	250	400	256	330	228	59	204	228	226	373	28	225	335	373	365	325	335	304	518	349	64	240	298	340	329	350	318	31	344	488	459	322	427	637
GO:0009523	photosystem II	cellular component	290	284	222	221	219	259	49	286	210	259	223	144	286	177	355	307	307	430	288	333	238	37	247	252	270	408	16	228	350	390	395	375	367	321	583	386	31	181	352	411	334	357	307	22	392	465	396	298	476	615
GO:0009538	photosystem I reaction center	cellular component	81	78	69	64	73	72	16	71	57	86	76	40	98	67	104	95	82	116	85	91	69	16	67	69	73	113	7	62	83	102	97	96	97	81	152	99	17	62	95	95	91	81	78	2	96	117	115	87	127	175
GO:0009539	photosystem II reaction center	cellular component	121	124	84	93	98	111	27	107	77	127	105	87	130	82	139	133	129	197	125	160	95	23	105	108	113	173	7	96	152	175	173	163	157	132	260	169	18	85	153	192	153	167	135	11	187	224	184	141	207	288
GO:0009555	pollen development	biological process	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0009579	thylakoid	cellular component	121	116	87	93	106	126	42	110	60	163	146	102	156	110	168	152	108	208	125	176	130	37	103	110	105	189	20	118	188	202	194	164	174	161	266	184	45	152	141	168	177	213	181	28	186	286	271	189	218	357
GO:0009584	detection of visible light	biological process	4	4	1	4	1	3	0	5	3	6	7	2	9	7	7	3	5	4	11	6	8	0	10	1	1	11	0	4	13	14	6	8	8	6	18	19	0	1	3	7	13	13	9	0	5	27	21	4	10	21
GO:0009607	response to biotic stimulus	biological process	1	2	0	1	0	0	0	3	1	1	0	0	1	0	2	3	2	2	0	0	0	0	0	2	1	2	0	0	2	2	1	3	2	2	2	0	0	1	2	2	1	1	2	0	1	0	0	1	5	2
GO:0009611	response to wounding	biological process	1	0	0	0	1	0	0	0	0	2	4	2	0	0	0	0	1	2	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	2	1	1
GO:0009617	response to bacterium	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009636	response to toxic substance	biological process	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	2	0	0	3	5	1	1	0	0	1	0	0	0	1	2	0	1	1	0	2	1	0	0	1	1
GO:0009654	photosystem II oxygen evolving complex	cellular component	50	43	43	37	37	44	2	62	41	20	19	5	48	20	57	44	54	54	46	39	34	3	33	42	41	62	1	42	59	58	67	59	58	55	93	70	1	19	55	67	50	48	40	2	63	53	53	37	83	77
GO:0009678	hydrogen-translocating pyrophosphatase activity	molecular function	364	299	286	300	184	226	9	649	286	53	44	15	207	89	610	622	560	270	178	206	152	4	155	516	570	357	15	442	585	667	651	726	652	561	979	430	14	54	809	869	253	270	209	14	903	222	298	117	1046	511
GO:0009690	cytokinin metabolic process	biological process	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	2	2	1
GO:0009712	catechol-containing compound metabolic process	biological process	8	8	6	8	4	4	0	12	8	2	1	0	3	1	8	9	10	7	5	6	4	0	2	9	10	5	0	7	9	12	13	15	11	9	13	11	0	0	15	17	7	6	4	0	15	8	6	3	17	12
GO:0009725	response to hormone	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GO:0009758	carbohydrate utilization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009767	photosynthetic electron transport chain	biological process	157	142	111	118	132	147	31	123	99	188	144	103	153	104	178	172	158	230	140	200	115	33	98	137	129	202	10	109	213	229	240	221	234	195	334	203	36	154	199	213	209	222	200	29	219	298	240	196	241	386
GO:0009772	photosynthetic electron transport in photosystem II	biological process	155	161	109	126	102	135	27	202	124	119	100	56	119	65	179	175	168	229	124	197	92	18	84	158	148	193	21	106	207	224	248	204	225	205	280	170	27	94	245	259	184	201	174	24	267	242	222	144	272	329
GO:0009773	photosynthetic electron transport in photosystem I	biological process	18	15	13	11	14	14	3	18	9	20	20	8	21	14	20	22	22	31	18	28	14	4	16	17	15	21	0	13	23	29	31	22	24	27	37	26	2	13	22	27	27	25	30	1	24	33	28	20	28	47
GO:0009813	flavonoid biosynthetic process	biological process	32	26	24	22	19	19	0	41	25	9	6	0	23	8	37	42	40	27	14	16	7	1	10	32	32	29	1	31	29	32	36	37	38	31	44	33	0	4	39	55	23	14	12	1	51	22	23	11	58	44
GO:0009847	spore germination	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
GO:0009877	nodulation	biological process	5	6	3	1	2	2	0	11	2	2	2	0	2	0	11	8	10	2	3	4	2	0	1	12	12	6	0	7	8	11	3	8	5	4	5	3	0	0	14	9	1	4	1	0	5	3	4	1	9	7
GO:0009882	blue light photoreceptor activity	molecular function	30	26	31	27	15	29	0	45	25	2	3	1	15	3	42	42	42	27	18	24	8	2	12	37	38	32	1	29	41	51	49	52	48	48	62	36	0	4	50	69	29	21	17	2	67	19	22	13	66	34
GO:0009890	negative regulation of biosynthetic process	biological process	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	4	3	0	0	0	4	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	3	0	1	0	6	0	0
GO:0009898	cytoplasmic side of plasma membrane	cellular component	2	2	1	1	0	1	0	3	1	0	0	0	1	0	3	4	1	0	0	1	0	0	0	1	2	1	0	0	1	1	3	2	2	2	1	1	0	0	1	2	0	0	0	0	1	0	0	1	3	3
GO:0009916	alternative oxidase activity	molecular function	66	59	45	58	41	50	0	90	62	12	6	1	31	16	100	87	75	50	33	43	25	2	28	82	83	62	7	70	86	105	103	104	101	82	130	77	6	10	127	129	47	38	32	7	151	47	54	27	151	95
GO:0009966	regulation of signal transduction	biological process	1	1	0	0	1	1	9	3	0	2	2	0	14	13	7	1	1	1	1	1	20	5	12	0	0	8	11	3	2	0	2	0	2	0	8	4	9	21	0	0	1	1	2	10	1	2	3	22	0	3
GO:0009968	negative regulation of signal transduction	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	4	0	0	0	3	0	0
GO:0009972	cytidine deamination	biological process	32	25	25	27	20	24	0	37	22	6	2	1	10	5	43	40	40	28	12	19	6	0	16	32	33	24	1	23	34	39	41	41	34	42	49	25	1	2	39	46	20	14	12	0	41	13	18	8	51	33
GO:0009976	tocopherol cyclase activity	molecular function	9	6	5	3	4	6	0	12	7	5	1	0	6	1	18	10	10	3	3	4	2	0	2	7	10	10	0	6	8	12	11	9	7	6	14	5	0	2	11	13	1	4	5	0	9	5	7	1	15	9
GO:0009982	pseudouridine synthase activity	molecular function	971	734	795	852	526	744	20	1569	770	181	131	53	458	214	1466	1561	1504	812	466	606	365	22	358	1305	1444	912	60	1096	1223	1487	1425	1537	1322	1272	2039	1012	47	178	1762	1931	632	612	486	45	1995	552	660	377	2260	1283
GO:0010024	phytochromobilin biosynthetic process	biological process	31	36	32	31	25	29	0	48	37	11	5	1	24	11	53	45	39	47	27	38	16	4	12	46	40	45	1	43	47	54	45	51	44	44	69	44	0	4	67	66	39	32	34	0	72	36	36	18	65	61
GO:0010033	response to organic substance	biological process	120	87	91	94	59	81	1	232	97	4	3	3	28	14	204	208	199	80	52	60	14	1	23	184	235	105	4	154	125	181	153	171	152	136	259	110	0	9	244	255	62	60	42	3	251	62	69	22	316	127
GO:0010038	response to metal ion	biological process	35	35	35	32	21	26	2	57	28	14	7	4	29	19	51	53	48	31	16	24	18	1	17	45	49	39	2	36	40	46	49	51	55	44	72	39	8	9	52	62	20	22	18	4	59	21	21	20	79	47
GO:0010124	phenylacetate catabolic process	biological process	53	39	32	35	17	29	0	76	38	10	4	1	25	8	75	75	65	49	18	34	20	1	22	62	61	39	1	39	46	49	58	68	59	61	76	35	0	7	64	64	21	26	20	0	56	19	25	23	99	53
GO:0010125	mycothiol biosynthetic process	biological process	2	1	1	2	0	0	0	2	2	0	0	0	0	0	1	2	2	0	0	0	0	0	0	1	2	0	0	0	1	1	2	2	2	2	2	0	0	0	2	2	0	0	0	0	2	0	0	0	2	2
GO:0010126	mycothiol metabolic process	biological process	2	1	1	1	0	0	0	2	1	0	0	0	0	0	2	3	3	0	0	0	0	0	0	3	2	0	0	1	2	2	1	2	2	1	0	2	0	0	3	1	0	0	0	0	1	0	0	0	4	1
GO:0010133	proline catabolic process to glutamate	biological process	7	7	5	8	5	8	0	20	11	1	2	0	6	2	15	19	16	7	3	11	5	1	4	22	18	8	0	11	8	14	14	15	9	12	17	7	0	3	17	14	4	5	3	0	16	4	9	5	24	8
GO:0010167	response to nitrate	biological process	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010181	FMN binding	molecular function	1187	979	955	1083	609	881	13	1850	1002	155	117	50	449	198	1735	1887	1701	949	541	698	346	20	378	1571	1646	1084	46	1256	1465	1710	1764	1849	1631	1558	2283	1214	28	176	2010	2146	782	731	628	48	2177	656	797	408	2630	1409
GO:0010207	photosystem II assembly	biological process	23	19	19	21	19	22	0	27	23	11	6	0	14	6	28	26	28	25	19	18	8	1	8	21	24	29	0	18	25	30	32	28	27	30	40	27	0	4	30	35	24	22	18	0	26	19	17	13	36	34
GO:0010215	cellulose microfibril organization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	0	1	0	0	2	0	1	0	1	0
GO:0010277	chlorophyllide a oxygenase [overall] activity	molecular function	11	10	8	9	6	10	0	13	8	7	0	0	7	3	17	11	12	13	10	10	3	0	4	11	10	8	0	15	9	18	16	15	11	13	29	18	0	2	17	17	12	12	8	0	18	14	14	7	20	22
GO:0010285	L,L-diaminopimelate aminotransferase activity	molecular function	11	12	7	10	7	9	0	13	7	2	0	1	4	1	18	17	15	12	7	9	5	0	2	17	12	10	0	12	10	10	13	15	12	14	19	10	0	0	11	14	10	8	6	0	16	6	5	4	14	13
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	molecular function	10	8	10	10	8	9	0	10	10	6	3	0	7	4	14	12	11	10	8	9	8	0	7	9	11	10	0	9	12	14	15	14	13	15	19	11	0	4	14	16	12	11	10	0	16	8	14	5	17	18
GO:0010333	terpene synthase activity	molecular function	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	1	1	2	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1
GO:0010340	carboxyl-O-methyltransferase activity	molecular function	6	4	3	3	3	6	0	8	3	0	0	0	1	0	7	8	8	4	2	3	1	0	0	6	6	7	0	6	4	4	5	5	5	4	5	4	0	1	8	6	3	2	0	0	8	2	2	1	9	5
GO:0010468	regulation of gene expression	biological process	99	90	88	97	64	84	0	161	82	9	4	2	45	22	151	172	170	82	60	51	37	1	45	127	142	97	5	141	166	200	190	217	178	166	254	143	0	17	222	239	108	94	77	5	275	83	110	40	286	155
GO:0010498	proteasomal protein catabolic process	biological process	20	15	9	16	2	13	2	21	5	1	0	0	10	4	21	23	20	14	5	6	6	0	6	23	25	16	0	5	13	15	23	16	17	15	24	12	0	2	19	18	2	5	3	0	4	0	2	7	24	18
GO:0010506	regulation of autophagy	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	1	0	0
GO:0010508	positive regulation of autophagy	biological process	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	5	0	0	0	7	0	2
GO:0010826	negative regulation of centrosome duplication	biological process	2	5	2	1	1	1	6	3	0	3	0	1	10	12	6	0	2	0	4	2	13	4	12	1	1	8	7	1	1	1	1	1	2	0	14	2	11	15	0	1	2	0	1	16	0	4	4	15	2	10
GO:0010923	negative regulation of phosphatase activity	biological process	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0010951	negative regulation of endopeptidase activity	biological process	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0015002	heme-copper terminal oxidase activity	molecular function	254	219	205	248	148	197	31	436	236	71	57	20	141	78	403	468	391	246	139	191	124	19	107	382	386	277	24	277	363	429	430	452	403	369	572	305	23	86	514	547	216	210	166	30	546	218	243	126	608	365
GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity	molecular function	0	0	0	0	1	0	3	0	0	0	0	0	6	8	0	0	0	0	0	0	8	2	7	0	0	0	2	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	6	0	0	0	10	0	0
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	molecular function	0	0	0	0	0	0	7	1	1	2	2	0	10	19	2	0	0	0	1	1	25	8	12	1	0	1	9	0	1	1	1	0	1	0	1	1	16	20	0	0	0	1	1	12	1	1	2	26	1	1
GO:0015031	protein transport	biological process	1257	964	961	1028	650	911	47	2143	969	196	150	63	603	287	1976	2224	2012	1014	574	702	435	39	421	1833	1968	1196	91	1602	1687	2068	1893	2111	1864	1745	2894	1394	78	230	2476	2728	845	818	624	81	2963	772	961	423	3160	1679
GO:0015035	protein disulfide oxidoreductase activity	molecular function	1008	861	827	867	525	776	25	1746	812	94	69	21	425	161	1501	1721	1558	870	471	624	285	22	341	1445	1514	1000	60	1161	1300	1588	1486	1606	1438	1332	2130	1062	33	136	1983	2069	702	655	525	44	2197	596	708	323	2456	1315
GO:0015036	disulfide oxidoreductase activity	molecular function	81	68	73	81	52	62	0	155	78	7	2	0	19	6	130	167	151	67	31	47	10	0	15	141	160	83	5	133	113	127	138	132	123	103	185	101	0	5	184	203	48	57	40	2	212	36	53	16	242	100
GO:0015049	methane monooxygenase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
GO:0015074	DNA integration	biological process	1352	1130	1088	1181	757	1166	406	2502	1193	527	455	523	1198	958	2114	2270	1962	1569	889	1133	1251	306	935	2034	1918	1924	409	1584	1770	2143	2171	2216	2007	1952	2840	1364	668	957	2660	2827	1138	1234	1004	559	3294	2236	1993	1407	3587	2695
GO:0015075	ion transmembrane transporter activity	molecular function	26	20	23	19	18	28	7	35	21	6	4	6	26	15	41	42	33	20	16	20	28	6	18	27	28	30	8	26	27	34	33	34	33	31	44	30	13	20	35	36	20	20	13	10	40	21	23	26	48	35
GO:0015078	hydrogen ion transmembrane transporter activity	molecular function	692	586	526	560	423	551	86	1089	530	256	218	112	507	323	1047	1143	944	641	428	510	394	57	376	862	929	741	92	758	904	1068	1026	1121	998	892	1522	806	133	297	1204	1313	542	558	451	107	1367	603	657	463	1496	1068
GO:0015079	potassium ion transmembrane transporter activity	molecular function	171	124	120	156	97	129	1	326	128	16	16	3	53	24	291	335	323	125	70	83	48	2	42	259	294	151	4	215	241	299	273	320	267	241	453	192	1	19	373	388	108	112	82	6	417	86	120	38	442	216
GO:0015081	sodium ion transmembrane transporter activity	molecular function	16	13	14	19	10	14	0	31	14	0	0	0	6	2	26	27	24	13	10	11	3	0	2	24	31	17	0	17	23	22	24	29	27	22	29	18	0	2	29	30	11	8	6	0	34	4	9	5	42	24
GO:0015087	cobalt ion transmembrane transporter activity	molecular function	2	2	3	3	1	1	0	3	4	1	0	0	1	0	3	3	3	3	1	3	1	0	1	3	2	3	0	2	1	2	2	4	3	4	7	3	0	0	3	4	2	1	0	0	2	0	2	0	4	2
GO:0015093	ferrous iron transmembrane transporter activity	molecular function	27	23	18	26	19	21	0	35	25	3	8	7	16	11	37	42	36	31	11	19	15	1	14	36	32	30	4	27	19	31	38	30	31	30	34	18	0	12	37	47	17	18	14	1	34	15	20	17	50	32
GO:0015095	magnesium ion transmembrane transporter activity	molecular function	78	65	62	70	46	62	0	159	69	29	11	2	38	10	135	146	142	77	36	53	19	0	17	106	129	86	1	89	86	113	99	118	98	101	163	67	0	8	139	146	51	47	46	0	164	53	64	18	169	105
GO:0015097	mercury ion transmembrane transporter activity	molecular function	1	1	1	1	0	1	0	2	2	1	0	0	0	0	2	3	2	2	1	2	1	0	0	3	3	4	0	3	2	6	2	2	3	1	3	2	0	0	4	2	1	0	1	0	3	0	1	1	2	1
GO:0015098	molybdate ion transmembrane transporter activity	molecular function	37	35	42	30	21	28	2	55	36	11	14	3	37	19	61	42	52	28	23	22	22	1	29	48	39	49	6	24	36	50	49	44	39	46	78	37	15	20	52	52	18	24	21	7	54	28	33	23	74	50
GO:0015099	nickel cation transmembrane transporter activity	molecular function	4	5	7	5	3	4	0	9	4	5	1	3	5	4	9	11	8	7	5	4	2	1	3	6	5	7	0	3	5	10	5	7	8	7	10	9	1	3	5	8	6	8	6	0	4	3	4	3	12	9
GO:0015103	inorganic anion transmembrane transporter activity	molecular function	17	12	12	12	5	12	0	19	11	1	1	0	2	3	22	25	21	12	8	9	3	0	6	19	22	14	1	16	12	23	18	18	15	18	27	10	0	2	23	22	7	10	6	0	24	5	7	4	24	13
GO:0015105	arsenite transmembrane transporter activity	molecular function	6	5	3	6	1	1	0	10	3	2	1	1	1	2	10	8	5	4	0	2	2	0	0	5	9	2	0	4	4	7	8	7	10	6	13	7	0	2	9	8	1	4	0	0	8	0	2	0	12	5
GO:0015109	chromate transmembrane transporter activity	molecular function	42	36	50	44	34	31	0	67	47	10	1	2	30	12	70	71	64	45	31	30	17	0	25	49	61	46	0	44	65	73	77	90	78	80	86	50	0	9	92	92	40	42	35	0	93	41	44	27	114	70
GO:0015112	nitrate transmembrane transporter activity	molecular function	5	6	11	6	5	6	0	14	6	1	0	0	2	2	10	13	14	10	5	7	1	0	2	9	11	9	0	11	14	13	14	14	13	15	17	9	0	1	11	15	9	5	7	0	14	5	7	2	16	15
GO:0015113	nitrite transmembrane transporter activity	molecular function	2	2	7	2	3	2	0	3	0	1	0	0	2	1	3	4	3	5	4	2	1	0	1	4	2	4	0	2	7	6	6	6	6	7	8	3	0	0	4	5	5	1	3	0	6	1	5	1	5	6
GO:0015114	phosphate ion transmembrane transporter activity	molecular function	2	1	2	1	1	2	0	1	2	0	1	0	1	1	2	3	3	1	2	1	0	0	1	1	3	1	0	1	3	3	3	2	4	2	3	2	0	0	3	4	1	2	1	0	5	0	3	1	5	2
GO:0015116	sulfate transmembrane transporter activity	molecular function	261	234	225	242	172	215	14	319	240	81	60	19	175	123	336	339	321	271	169	197	171	19	137	311	313	304	30	279	323	351	394	359	348	353	437	249	34	92	401	429	189	205	185	34	412	198	233	179	513	368
GO:0015128	gluconate transmembrane transporter activity	molecular function	52	38	43	45	21	40	0	74	49	10	8	0	21	7	75	75	67	47	21	27	10	1	12	64	64	51	1	60	59	69	65	68	54	59	82	42	0	5	66	79	31	25	15	0	71	22	25	14	101	60
GO:0015129	lactate transmembrane transporter activity	molecular function	7	8	8	12	3	7	0	14	10	2	1	1	3	5	11	15	11	10	3	5	4	0	3	11	11	9	0	17	8	12	13	11	9	8	15	9	0	2	11	11	4	6	2	0	27	3	3	4	25	13
GO:0015137	citrate transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
